,country,year,cases,sex,age
16040,SA,2006,323.0,m,25-34
21809,SA,2006,229.0,m,35-44
27578,SA,2006,169.0,m,45-54
33347,SA,2006,94.0,m,55-64
39116,SA,2006,101.0,m,65
50654,SA,2006,39.0,f,0-14
56423,SA,2006,226.0,f,15-24
62192,SA,2006,211.0,f,25-34
67961,SA,2006,107.0,f,35-44
73730,SA,2006,56.0,f,45-54
79499,SA,2006,37.0,f,55-64
85268,SA,2006,56.0,f,65
4503,SA,2007,8.0,m,0-14
10272,SA,2007,246.0,m,15-24
16041,SA,2007,312.0,m,25-34
21810,SA,2007,219.0,m,35-44
27579,SA,2007,187.0,m,45-54
33348,SA,2007,111.0,m,55-64
39117,SA,2007,92.0,m,65
50655,SA,2007,30.0,f,0-14
56424,SA,2007,298.0,f,15-24
62193,SA,2007,197.0,f,25-34
67962,SA,2007,110.0,f,35-44
73731,SA,2007,71.0,f,45-54
79500,SA,2007,39.0,f,55-64
85269,SA,2007,64.0,f,65
4504,SA,2008,16.0,m,0-14
10273,SA,2008,295.0,m,15-24
16042,SA,2008,334.0,m,25-34
21811,SA,2008,184.0,m,35-44
27580,SA,2008,153.0,m,45-54
33349,SA,2008,93.0,m,55-64
39118,SA,2008,102.0,m,65
50656,SA,2008,33.0,f,0-14
56425,SA,2008,274.0,f,15-24
62194,SA,2008,271.0,f,25-34
67963,SA,2008,137.0,f,35-44
73732,SA,2008,85.0,f,45-54
79501,SA,2008,48.0,f,55-64
85270,SA,2008,83.0,f,65
4520,SB,1995,2.0,m,0-14
10289,SB,1995,14.0,m,15-24
16058,SB,1995,6.0,m,25-34
21827,SB,1995,5.0,m,35-44
27596,SB,1995,7.0,m,45-54
33365,SB,1995,9.0,m,55-64
39134,SB,1995,3.0,m,65
50672,SB,1995,3.0,f,0-14
56441,SB,1995,17.0,f,15-24
62210,SB,1995,11.0,f,25-34
67979,SB,1995,7.0,f,35-44
73748,SB,1995,12.0,f,45-54
79517,SB,1995,13.0,f,55-64
85286,SB,1995,0.0,f,65
4521,SB,1996,4.0,m,0-14
10290,SB,1996,9.0,m,15-24
16059,SB,1996,9.0,m,25-34
21828,SB,1996,3.0,m,35-44
27597,SB,1996,7.0,m,45-54
33366,SB,1996,4.0,m,55-64
39135,SB,1996,6.0,m,65
50673,SB,1996,5.0,f,0-14
56442,SB,1996,5.0,f,15-24
62211,SB,1996,9.0,f,25-34
67980,SB,1996,8.0,f,35-44
73749,SB,1996,12.0,f,45-54
79518,SB,1996,6.0,f,55-64
85287,SB,1996,3.0,f,65
4522,SB,1997,2.0,m,0-14
10291,SB,1997,20.0,m,15-24
16060,SB,1997,8.0,m,25-34
21829,SB,1997,6.0,m,35-44
27598,SB,1997,9.0,m,45-54
33367,SB,1997,4.0,m,55-64
39136,SB,1997,5.0,m,65
50674,SB,1997,3.0,f,0-14
56443,SB,1997,19.0,f,15-24
62212,SB,1997,14.0,f,25-34
67981,SB,1997,10.0,f,35-44
73750,SB,1997,8.0,f,45-54
79519,SB,1997,4.0,f,55-64
85288,SB,1997,1.0,f,65
4523,SB,1998,3.0,m,0-14
10292,SB,1998,15.0,m,15-24
16061,SB,1998,9.0,m,25-34
21830,SB,1998,14.0,m,35-44
27599,SB,1998,18.0,m,45-54
33368,SB,1998,7.0,m,55-64
39137,SB,1998,12.0,m,65
50675,SB,1998,2.0,f,0-14
56444,SB,1998,14.0,f,15-24
62213,SB,1998,16.0,f,25-34
67982,SB,1998,10.0,f,35-44
73751,SB,1998,11.0,f,45-54
79520,SB,1998,7.0,f,55-64
85289,SB,1998,2.0,f,65
4525,SB,2000,3.0,m,0-14
10294,SB,2000,13.0,m,15-24
16063,SB,2000,4.0,m,25-34
21832,SB,2000,8.0,m,35-44
27601,SB,2000,8.0,m,45-54
33370,SB,2000,10.0,m,55-64
39139,SB,2000,6.0,m,65
50677,SB,2000,8.0,f,0-14
56446,SB,2000,15.0,f,15-24
62215,SB,2000,13.0,f,25-34
67984,SB,2000,7.0,f,35-44
73753,SB,2000,7.0,f,45-54
79522,SB,2000,5.0,f,55-64
85291,SB,2000,2.0,f,65
4527,SB,2002,3.0,m,0-14
10296,SB,2002,16.0,m,15-24
16065,SB,2002,12.0,m,25-34
21834,SB,2002,9.0,m,35-44
27603,SB,2002,9.0,m,45-54
33372,SB,2002,7.0,m,55-64
39141,SB,2002,4.0,m,65
50679,SB,2002,0.0,f,0-14
56448,SB,2002,16.0,f,15-24
62217,SB,2002,15.0,f,25-34
67986,SB,2002,4.0,f,35-44
73755,SB,2002,2.0,f,45-54
79524,SB,2002,7.0,f,55-64
85293,SB,2002,4.0,f,65
4528,SB,2003,4.0,m,0-14
10297,SB,2003,14.0,m,15-24
16066,SB,2003,9.0,m,25-34
21835,SB,2003,12.0,m,35-44
27604,SB,2003,14.0,m,45-54
33373,SB,2003,8.0,m,55-64
39142,SB,2003,0.0,m,65
50680,SB,2003,9.0,f,0-14
56449,SB,2003,14.0,f,15-24
62218,SB,2003,14.0,f,25-34
67987,SB,2003,16.0,f,35-44
73756,SB,2003,13.0,f,45-54
79525,SB,2003,10.0,f,55-64
85294,SB,2003,1.0,f,65
4529,SB,2004,6.0,m,0-14
10298,SB,2004,11.0,m,15-24
16067,SB,2004,12.0,m,25-34
21836,SB,2004,8.0,m,35-44
27605,SB,2004,11.0,m,45-54
33374,SB,2004,9.0,m,55-64
39143,SB,2004,5.0,m,65
50681,SB,2004,10.0,f,0-14
56450,SB,2004,22.0,f,15-24
62219,SB,2004,20.0,f,25-34
67988,SB,2004,13.0,f,35-44
73757,SB,2004,14.0,f,45-54
79526,SB,2004,8.0,f,55-64
85295,SB,2004,3.0,f,65
4530,SB,2005,4.0,m,0-14
10299,SB,2005,14.0,m,15-24
16068,SB,2005,18.0,m,25-34
21837,SB,2005,9.0,m,35-44
27606,SB,2005,15.0,m,45-54
33375,SB,2005,12.0,m,55-64
39144,SB,2005,11.0,m,65
50682,SB,2005,9.0,f,0-14
56451,SB,2005,23.0,f,15-24
62220,SB,2005,21.0,f,25-34
67989,SB,2005,12.0,f,35-44
73758,SB,2005,11.0,f,45-54
79527,SB,2005,9.0,f,55-64
85296,SB,2005,1.0,f,65
4531,SB,2006,1.0,m,0-14
10300,SB,2006,13.0,m,15-24
16069,SB,2006,11.0,m,25-34
21838,SB,2006,4.0,m,35-44
27607,SB,2006,4.0,m,45-54
33376,SB,2006,14.0,m,55-64
39145,SB,2006,8.0,m,65
50683,SB,2006,4.0,f,0-14
56452,SB,2006,16.0,f,15-24
62221,SB,2006,14.0,f,25-34
67990,SB,2006,9.0,f,35-44
73759,SB,2006,14.0,f,45-54
79528,SB,2006,8.0,f,55-64
85297,SB,2006,4.0,f,65
4532,SB,2007,5.0,m,0-14
10301,SB,2007,15.0,m,15-24
16070,SB,2007,16.0,m,25-34
21839,SB,2007,12.0,m,35-44
27608,SB,2007,9.0,m,45-54
33377,SB,2007,8.0,m,55-64
39146,SB,2007,6.0,m,65
50684,SB,2007,5.0,f,0-14
56453,SB,2007,12.0,f,15-24
62222,SB,2007,25.0,f,25-34
67991,SB,2007,9.0,f,35-44
73760,SB,2007,10.0,f,45-54
79529,SB,2007,5.0,f,55-64
85298,SB,2007,5.0,f,65
4533,SB,2008,3.0,m,0-14
10302,SB,2008,17.0,m,15-24
16071,SB,2008,12.0,m,25-34
21840,SB,2008,11.0,m,35-44
27609,SB,2008,10.0,m,45-54
33378,SB,2008,11.0,m,55-64
39147,SB,2008,7.0,m,65
44916,SB,2008,0.0,m,unknown
50685,SB,2008,4.0,f,0-14
56454,SB,2008,13.0,f,15-24
62223,SB,2008,23.0,f,25-34
67992,SB,2008,11.0,f,35-44
73761,SB,2008,13.0,f,45-54
79530,SB,2008,3.0,f,55-64
85299,SB,2008,2.0,f,65
91068,SB,2008,0.0,f,unknown
4547,SC,1995,0.0,m,0-14
10316,SC,1995,2.0,m,15-24
16085,SC,1995,0.0,m,25-34
21854,SC,1995,1.0,m,35-44
27623,SC,1995,1.0,m,45-54
33392,SC,1995,2.0,m,55-64
39161,SC,1995,1.0,m,65
50699,SC,1995,0.0,f,0-14
56468,SC,1995,0.0,f,15-24
62237,SC,1995,1.0,f,25-34
68006,SC,1995,0.0,f,35-44
73775,SC,1995,0.0,f,45-54
79544,SC,1995,0.0,f,55-64
85313,SC,1995,1.0,f,65
4548,SC,1996,0.0,m,0-14
10317,SC,1996,0.0,m,15-24
16086,SC,1996,1.0,m,25-34
21855,SC,1996,3.0,m,35-44
27624,SC,1996,1.0,m,45-54
33393,SC,1996,1.0,m,55-64
39162,SC,1996,0.0,m,65
50700,SC,1996,0.0,f,0-14
56469,SC,1996,1.0,f,15-24
62238,SC,1996,0.0,f,25-34
68007,SC,1996,0.0,f,35-44
73776,SC,1996,0.0,f,45-54
79545,SC,1996,1.0,f,55-64
85314,SC,1996,1.0,f,65
4549,SC,1997,0.0,m,0-14
10318,SC,1997,1.0,m,15-24
16087,SC,1997,2.0,m,25-34
21856,SC,1997,2.0,m,35-44
27625,SC,1997,1.0,m,45-54
33394,SC,1997,1.0,m,55-64
39163,SC,1997,1.0,m,65
50701,SC,1997,0.0,f,0-14
56470,SC,1997,1.0,f,15-24
62239,SC,1997,0.0,f,25-34
68008,SC,1997,0.0,f,35-44
73777,SC,1997,0.0,f,45-54
79546,SC,1997,1.0,f,55-64
85315,SC,1997,1.0,f,65
4550,SC,1998,0.0,m,0-14
10319,SC,1998,0.0,m,15-24
16088,SC,1998,1.0,m,25-34
21857,SC,1998,3.0,m,35-44
27626,SC,1998,2.0,m,45-54
33395,SC,1998,1.0,m,55-64
39164,SC,1998,1.0,m,65
50702,SC,1998,0.0,f,0-14
56471,SC,1998,0.0,f,15-24
62240,SC,1998,0.0,f,25-34
68009,SC,1998,1.0,f,35-44
73778,SC,1998,0.0,f,45-54
79547,SC,1998,1.0,f,55-64
85316,SC,1998,0.0,f,65
16090,SC,2000,2.0,m,25-34
21859,SC,2000,4.0,m,35-44
27628,SC,2000,1.0,m,45-54
33397,SC,2000,1.0,m,55-64
62242,SC,2000,1.0,f,25-34
68011,SC,2000,0.0,f,35-44
73780,SC,2000,1.0,f,45-54
79549,SC,2000,1.0,f,55-64
4553,SC,2001,0.0,m,0-14
10322,SC,2001,0.0,m,15-24
16091,SC,2001,2.0,m,25-34
21860,SC,2001,4.0,m,35-44
27629,SC,2001,0.0,m,45-54
33398,SC,2001,2.0,m,55-64
39167,SC,2001,2.0,m,65
50705,SC,2001,0.0,f,0-14
56474,SC,2001,0.0,f,15-24
62243,SC,2001,2.0,f,25-34
68012,SC,2001,0.0,f,35-44
73781,SC,2001,1.0,f,45-54
79550,SC,2001,0.0,f,55-64
85319,SC,2001,1.0,f,65
4554,SC,2002,0.0,m,0-14
10323,SC,2002,1.0,m,15-24
16092,SC,2002,3.0,m,25-34
21861,SC,2002,1.0,m,35-44
27630,SC,2002,0.0,m,45-54
33399,SC,2002,1.0,m,55-64
39168,SC,2002,1.0,m,65
50706,SC,2002,0.0,f,0-14
56475,SC,2002,0.0,f,15-24
62244,SC,2002,0.0,f,25-34
68013,SC,2002,0.0,f,35-44
73782,SC,2002,0.0,f,45-54
79551,SC,2002,0.0,f,55-64
85320,SC,2002,2.0,f,65
4555,SC,2003,0.0,m,0-14
10324,SC,2003,1.0,m,15-24
16093,SC,2003,0.0,m,25-34
21862,SC,2003,0.0,m,35-44
27631,SC,2003,1.0,m,45-54
33400,SC,2003,2.0,m,55-64
39169,SC,2003,0.0,m,65
50707,SC,2003,0.0,f,0-14
56476,SC,2003,0.0,f,15-24
62245,SC,2003,0.0,f,25-34
68014,SC,2003,0.0,f,35-44
73783,SC,2003,0.0,f,45-54
79552,SC,2003,0.0,f,55-64
85321,SC,2003,0.0,f,65
4556,SC,2004,0.0,m,0-14
10325,SC,2004,0.0,m,15-24
16094,SC,2004,2.0,m,25-34
21863,SC,2004,0.0,m,35-44
27632,SC,2004,3.0,m,45-54
33401,SC,2004,2.0,m,55-64
39170,SC,2004,0.0,m,65
50708,SC,2004,0.0,f,0-14
56477,SC,2004,0.0,f,15-24
62246,SC,2004,1.0,f,25-34
68015,SC,2004,2.0,f,35-44
73784,SC,2004,2.0,f,45-54
79553,SC,2004,1.0,f,55-64
85322,SC,2004,0.0,f,65
4557,SC,2005,0.0,m,0-14
10326,SC,2005,2.0,m,15-24
16095,SC,2005,1.0,m,25-34
21864,SC,2005,2.0,m,35-44
27633,SC,2005,1.0,m,45-54
33402,SC,2005,0.0,m,55-64
39171,SC,2005,0.0,m,65
50709,SC,2005,0.0,f,0-14
56478,SC,2005,0.0,f,15-24
62247,SC,2005,1.0,f,25-34
68016,SC,2005,1.0,f,35-44
73785,SC,2005,0.0,f,45-54
79554,SC,2005,0.0,f,55-64
85323,SC,2005,0.0,f,65
4560,SC,2008,0.0,m,0-14
10329,SC,2008,0.0,m,15-24
16098,SC,2008,1.0,m,25-34
21867,SC,2008,0.0,m,35-44
27636,SC,2008,1.0,m,45-54
33405,SC,2008,0.0,m,55-64
39174,SC,2008,2.0,m,65
44943,SC,2008,0.0,m,unknown
50712,SC,2008,0.0,f,0-14
56481,SC,2008,0.0,f,15-24
62250,SC,2008,0.0,f,25-34
68019,SC,2008,0.0,f,35-44
73788,SC,2008,0.0,f,45-54
79557,SC,2008,0.0,f,55-64
85326,SC,2008,0.0,f,65
91095,SC,2008,0.0,f,unknown
4573,SD,1995,250.0,m,0-14
10342,SD,1995,604.0,m,15-24
16111,SD,1995,796.0,m,25-34
21880,SD,1995,634.0,m,35-44
27649,SD,1995,486.0,m,45-54
33418,SD,1995,362.0,m,55-64
39187,SD,1995,337.0,m,65
50725,SD,1995,359.0,f,0-14
56494,SD,1995,490.0,f,15-24
62263,SD,1995,613.0,f,25-34
68032,SD,1995,299.0,f,35-44
73801,SD,1995,403.0,f,45-54
79570,SD,1995,342.0,f,55-64
85339,SD,1995,305.0,f,65
4576,SD,1998,805.0,m,0-14
10345,SD,1998,1079.0,m,15-24
16114,SD,1998,1533.0,m,25-34
21883,SD,1998,1133.0,m,35-44
27652,SD,1998,820.0,m,45-54
33421,SD,1998,523.0,m,55-64
39190,SD,1998,453.0,m,65
50728,SD,1998,680.0,f,0-14
56497,SD,1998,875.0,f,15-24
62266,SD,1998,1036.0,f,25-34
68035,SD,1998,723.0,f,35-44
73804,SD,1998,528.0,f,45-54
79573,SD,1998,356.0,f,55-64
85342,SD,1998,247.0,f,65
4577,SD,1999,842.0,m,0-14
10346,SD,1999,1100.0,m,15-24
16115,SD,1999,1456.0,m,25-34
21884,SD,1999,1270.0,m,35-44
27653,SD,1999,978.0,m,45-54
33422,SD,1999,841.0,m,55-64
39191,SD,1999,839.0,m,65
50729,SD,1999,903.0,f,0-14
56498,SD,1999,1035.0,f,15-24
62267,SD,1999,1111.0,f,25-34
68036,SD,1999,1104.0,f,35-44
73805,SD,1999,817.0,f,45-54
79574,SD,1999,594.0,f,55-64
85343,SD,1999,615.0,f,65
4578,SD,2000,785.0,m,0-14
10347,SD,2000,1028.0,m,15-24
16116,SD,2000,1511.0,m,25-34
21885,SD,2000,1351.0,m,35-44
27654,SD,2000,1119.0,m,45-54
33423,SD,2000,638.0,m,55-64
39192,SD,2000,677.0,m,65
50730,SD,2000,817.0,f,0-14
56499,SD,2000,925.0,f,15-24
62268,SD,2000,1134.0,f,25-34
68037,SD,2000,905.0,f,35-44
73806,SD,2000,771.0,f,45-54
79575,SD,2000,327.0,f,55-64
85344,SD,2000,323.0,f,65
4579,SD,2001,732.0,m,0-14
10348,SD,2001,1018.0,m,15-24
16117,SD,2001,1368.0,m,25-34
21886,SD,2001,1085.0,m,35-44
27655,SD,2001,777.0,m,45-54
33424,SD,2001,462.0,m,55-64
39193,SD,2001,301.0,m,65
50731,SD,2001,590.0,f,0-14
56500,SD,2001,787.0,f,15-24
62269,SD,2001,910.0,f,25-34
68038,SD,2001,715.0,f,35-44
73807,SD,2001,467.0,f,45-54
79576,SD,2001,212.0,f,55-64
85345,SD,2001,58.0,f,65
4580,SD,2002,559.0,m,0-14
10349,SD,2002,1171.0,m,15-24
16118,SD,2002,1494.0,m,25-34
21887,SD,2002,1168.0,m,35-44
27656,SD,2002,852.0,m,45-54
33425,SD,2002,511.0,m,55-64
39194,SD,2002,405.0,m,65
50732,SD,2002,498.0,f,0-14
56501,SD,2002,865.0,f,15-24
62270,SD,2002,1007.0,f,25-34
68039,SD,2002,840.0,f,35-44
73808,SD,2002,523.0,f,45-54
79577,SD,2002,275.0,f,55-64
85346,SD,2002,170.0,f,65
4581,SD,2003,489.0,m,0-14
10350,SD,2003,1195.0,m,15-24
16119,SD,2003,1644.0,m,25-34
21888,SD,2003,1271.0,m,35-44
27657,SD,2003,856.0,m,45-54
33426,SD,2003,645.0,m,55-64
39195,SD,2003,473.0,m,65
50733,SD,2003,443.0,f,0-14
56502,SD,2003,881.0,f,15-24
62271,SD,2003,1052.0,f,25-34
68040,SD,2003,879.0,f,35-44
73809,SD,2003,562.0,f,45-54
79578,SD,2003,384.0,f,55-64
85347,SD,2003,219.0,f,65
4582,SD,2004,537.0,m,0-14
10351,SD,2004,1377.0,m,15-24
16120,SD,2004,1791.0,m,25-34
21889,SD,2004,1465.0,m,35-44
27658,SD,2004,1035.0,m,45-54
33427,SD,2004,697.0,m,55-64
39196,SD,2004,467.0,m,65
50734,SD,2004,426.0,f,0-14
56503,SD,2004,978.0,f,15-24
62272,SD,2004,1187.0,f,25-34
68041,SD,2004,897.0,f,35-44
73810,SD,2004,601.0,f,45-54
79579,SD,2004,400.0,f,55-64
85348,SD,2004,237.0,f,65
4583,SD,2005,425.0,m,0-14
10352,SD,2005,1358.0,m,15-24
16121,SD,2005,1990.0,m,25-34
21890,SD,2005,1541.0,m,35-44
27659,SD,2005,1151.0,m,45-54
33428,SD,2005,724.0,m,55-64
39197,SD,2005,493.0,m,65
50735,SD,2005,381.0,f,0-14
56504,SD,2005,1102.0,f,15-24
62273,SD,2005,1203.0,f,25-34
68042,SD,2005,978.0,f,35-44
73811,SD,2005,729.0,f,45-54
79580,SD,2005,411.0,f,55-64
85349,SD,2005,244.0,f,65
4584,SD,2006,297.0,m,0-14
10353,SD,2006,1351.0,m,15-24
16122,SD,2006,1890.0,m,25-34
21891,SD,2006,1504.0,m,35-44
27660,SD,2006,1102.0,m,45-54
33429,SD,2006,710.0,m,55-64
39198,SD,2006,532.0,m,65
50736,SD,2006,312.0,f,0-14
56505,SD,2006,965.0,f,15-24
62274,SD,2006,1108.0,f,25-34
68043,SD,2006,948.0,f,35-44
73812,SD,2006,763.0,f,45-54
79581,SD,2006,442.0,f,55-64
85350,SD,2006,270.0,f,65
4585,SD,2007,288.0,m,0-14
10354,SD,2007,1355.0,m,15-24
16123,SD,2007,1903.0,m,25-34
21892,SD,2007,1540.0,m,35-44
27661,SD,2007,1102.0,m,45-54
33430,SD,2007,729.0,m,55-64
39199,SD,2007,556.0,m,65
50737,SD,2007,334.0,f,0-14
56506,SD,2007,992.0,f,15-24
62275,SD,2007,1318.0,f,25-34
68044,SD,2007,990.0,f,35-44
73813,SD,2007,729.0,f,45-54
79582,SD,2007,467.0,f,55-64
85351,SD,2007,324.0,f,65
4586,SD,2008,317.0,m,0-14
10355,SD,2008,1241.0,m,15-24
16124,SD,2008,1740.0,m,25-34
21893,SD,2008,1301.0,m,35-44
27662,SD,2008,903.0,m,45-54
33431,SD,2008,610.0,m,55-64
39200,SD,2008,534.0,m,65
44969,SD,2008,0.0,m,unknown
50738,SD,2008,321.0,f,0-14
56507,SD,2008,850.0,f,15-24
62276,SD,2008,962.0,f,25-34
68045,SD,2008,841.0,f,35-44
73814,SD,2008,601.0,f,45-54
79583,SD,2008,344.0,f,55-64
85352,SD,2008,235.0,f,65
91121,SD,2008,0.0,f,unknown
4602,SE,1995,1.0,m,0-14
10371,SE,1995,5.0,m,15-24
16140,SE,1995,12.0,m,25-34
21909,SE,1995,8.0,m,35-44
27678,SE,1995,5.0,m,45-54
33447,SE,1995,4.0,m,55-64
39216,SE,1995,27.0,m,65
50754,SE,1995,0.0,f,0-14
56523,SE,1995,10.0,f,15-24
62292,SE,1995,13.0,f,25-34
68061,SE,1995,5.0,f,35-44
73830,SE,1995,5.0,f,45-54
79599,SE,1995,4.0,f,55-64
85368,SE,1995,14.0,f,65
4603,SE,1996,1.0,m,0-14
10372,SE,1996,11.0,m,15-24
16141,SE,1996,8.0,m,25-34
21910,SE,1996,3.0,m,35-44
27679,SE,1996,5.0,m,45-54
33448,SE,1996,5.0,m,55-64
39217,SE,1996,17.0,m,65
50755,SE,1996,1.0,f,0-14
56524,SE,1996,4.0,f,15-24
62293,SE,1996,10.0,f,25-34
68062,SE,1996,4.0,f,35-44
73831,SE,1996,1.0,f,45-54
79600,SE,1996,6.0,f,55-64
85369,SE,1996,14.0,f,65
4604,SE,1997,0.0,m,0-14
10373,SE,1997,6.0,m,15-24
16142,SE,1997,9.0,m,25-34
21911,SE,1997,13.0,m,35-44
27680,SE,1997,5.0,m,45-54
33449,SE,1997,0.0,m,55-64
39218,SE,1997,16.0,m,65
50756,SE,1997,2.0,f,0-14
56525,SE,1997,10.0,f,15-24
62294,SE,1997,8.0,f,25-34
68063,SE,1997,9.0,f,35-44
73832,SE,1997,2.0,f,45-54
79601,SE,1997,3.0,f,55-64
85370,SE,1997,11.0,f,65
4605,SE,1998,2.0,m,0-14
10374,SE,1998,6.0,m,15-24
16143,SE,1998,9.0,m,25-34
21912,SE,1998,3.0,m,35-44
27681,SE,1998,8.0,m,45-54
33450,SE,1998,3.0,m,55-64
39219,SE,1998,15.0,m,65
50757,SE,1998,1.0,f,0-14
56526,SE,1998,10.0,f,15-24
62295,SE,1998,15.0,f,25-34
68064,SE,1998,5.0,f,35-44
73833,SE,1998,0.0,f,45-54
79602,SE,1998,2.0,f,55-64
85371,SE,1998,18.0,f,65
4606,SE,1999,0.0,m,0-14
10375,SE,1999,13.0,m,15-24
16144,SE,1999,18.0,m,25-34
21913,SE,1999,12.0,m,35-44
27682,SE,1999,5.0,m,45-54
33451,SE,1999,2.0,m,55-64
39220,SE,1999,22.0,m,65
50758,SE,1999,1.0,f,0-14
56527,SE,1999,7.0,f,15-24
62296,SE,1999,14.0,f,25-34
68065,SE,1999,7.0,f,35-44
73834,SE,1999,3.0,f,45-54
79603,SE,1999,2.0,f,55-64
85372,SE,1999,10.0,f,65
4607,SE,2000,0.0,m,0-14
10376,SE,2000,9.0,m,15-24
16145,SE,2000,10.0,m,25-34
21914,SE,2000,12.0,m,35-44
27683,SE,2000,11.0,m,45-54
33452,SE,2000,4.0,m,55-64
39221,SE,2000,25.0,m,65
50759,SE,2000,1.0,f,0-14
56528,SE,2000,9.0,f,15-24
62297,SE,2000,8.0,f,25-34
68066,SE,2000,10.0,f,35-44
73835,SE,2000,2.0,f,45-54
79604,SE,2000,2.0,f,55-64
85373,SE,2000,15.0,f,65
4608,SE,2001,1.0,m,0-14
10377,SE,2001,10.0,m,15-24
16146,SE,2001,15.0,m,25-34
21915,SE,2001,5.0,m,35-44
27684,SE,2001,3.0,m,45-54
33453,SE,2001,1.0,m,55-64
39222,SE,2001,23.0,m,65
50760,SE,2001,1.0,f,0-14
56529,SE,2001,4.0,f,15-24
62298,SE,2001,12.0,f,25-34
68067,SE,2001,8.0,f,35-44
73836,SE,2001,2.0,f,45-54
79605,SE,2001,2.0,f,55-64
85374,SE,2001,18.0,f,65
4609,SE,2002,0.0,m,0-14
10378,SE,2002,6.0,m,15-24
16147,SE,2002,15.0,m,25-34
21916,SE,2002,10.0,m,35-44
27685,SE,2002,8.0,m,45-54
33454,SE,2002,7.0,m,55-64
39223,SE,2002,8.0,m,65
50761,SE,2002,0.0,f,0-14
56530,SE,2002,11.0,f,15-24
62299,SE,2002,14.0,f,25-34
68068,SE,2002,8.0,f,35-44
73837,SE,2002,7.0,f,45-54
79606,SE,2002,2.0,f,55-64
85375,SE,2002,13.0,f,65
4610,SE,2003,0.0,m,0-14
10379,SE,2003,8.0,m,15-24
16148,SE,2003,14.0,m,25-34
21917,SE,2003,12.0,m,35-44
27686,SE,2003,4.0,m,45-54
33455,SE,2003,5.0,m,55-64
39224,SE,2003,20.0,m,65
50762,SE,2003,0.0,f,0-14
56531,SE,2003,10.0,f,15-24
62300,SE,2003,18.0,f,25-34
68069,SE,2003,6.0,f,35-44
73838,SE,2003,2.0,f,45-54
79607,SE,2003,0.0,f,55-64
85376,SE,2003,10.0,f,65
4611,SE,2004,1.0,m,0-14
10380,SE,2004,10.0,m,15-24
16149,SE,2004,19.0,m,25-34
21918,SE,2004,8.0,m,35-44
27687,SE,2004,8.0,m,45-54
33456,SE,2004,12.0,m,55-64
39225,SE,2004,13.0,m,65
50763,SE,2004,0.0,f,0-14
56532,SE,2004,11.0,f,15-24
62301,SE,2004,11.0,f,25-34
68070,SE,2004,13.0,f,35-44
73839,SE,2004,2.0,f,45-54
79608,SE,2004,3.0,f,55-64
85377,SE,2004,9.0,f,65
4612,SE,2005,0.0,m,0-14
10381,SE,2005,7.0,m,15-24
16150,SE,2005,21.0,m,25-34
21919,SE,2005,16.0,m,35-44
27688,SE,2005,10.0,m,45-54
33457,SE,2005,5.0,m,55-64
39226,SE,2005,16.0,m,65
44995,SE,2005,0.0,m,unknown
50764,SE,2005,1.0,f,0-14
56533,SE,2005,10.0,f,15-24
62302,SE,2005,15.0,f,25-34
68071,SE,2005,12.0,f,35-44
73840,SE,2005,5.0,f,45-54
79609,SE,2005,3.0,f,55-64
85378,SE,2005,13.0,f,65
91147,SE,2005,0.0,f,unknown
4613,SE,2006,0.0,m,0-14
10382,SE,2006,4.0,m,15-24
16151,SE,2006,15.0,m,25-34
21920,SE,2006,14.0,m,35-44
27689,SE,2006,5.0,m,45-54
33458,SE,2006,3.0,m,55-64
39227,SE,2006,16.0,m,65
44996,SE,2006,0.0,m,unknown
50765,SE,2006,1.0,f,0-14
56534,SE,2006,12.0,f,15-24
62303,SE,2006,14.0,f,25-34
68072,SE,2006,9.0,f,35-44
73841,SE,2006,1.0,f,45-54
79610,SE,2006,2.0,f,55-64
85379,SE,2006,10.0,f,65
91148,SE,2006,0.0,f,unknown
4614,SE,2007,0.0,m,0-14
10383,SE,2007,7.0,m,15-24
16152,SE,2007,20.0,m,25-34
21921,SE,2007,10.0,m,35-44
27690,SE,2007,5.0,m,45-54
33459,SE,2007,3.0,m,55-64
39228,SE,2007,9.0,m,65
44997,SE,2007,0.0,m,unknown
50766,SE,2007,1.0,f,0-14
56535,SE,2007,5.0,f,15-24
62304,SE,2007,11.0,f,25-34
68073,SE,2007,8.0,f,35-44
73842,SE,2007,4.0,f,45-54
79611,SE,2007,1.0,f,55-64
85380,SE,2007,12.0,f,65
91149,SE,2007,0.0,f,unknown
4615,SE,2008,0.0,m,0-14
10384,SE,2008,14.0,m,15-24
16153,SE,2008,15.0,m,25-34
21922,SE,2008,9.0,m,35-44
27691,SE,2008,5.0,m,45-54
33460,SE,2008,7.0,m,55-64
39229,SE,2008,6.0,m,65
44998,SE,2008,0.0,m,unknown
50767,SE,2008,0.0,f,0-14
56536,SE,2008,12.0,f,15-24
62305,SE,2008,13.0,f,25-34
68074,SE,2008,5.0,f,35-44
73843,SE,2008,4.0,f,45-54
79612,SE,2008,1.0,f,55-64
85381,SE,2008,6.0,f,65
91150,SE,2008,0.0,f,unknown
4631,SG,1995,0.0,m,0-14
10400,SG,1995,9.0,m,15-24
16169,SG,1995,40.0,m,25-34
21938,SG,1995,60.0,m,35-44
27707,SG,1995,62.0,m,45-54
33476,SG,1995,70.0,m,55-64
39245,SG,1995,94.0,m,65
50783,SG,1995,1.0,f,0-14
56552,SG,1995,8.0,f,15-24
62321,SG,1995,18.0,f,25-34
